workerId,task,index,rt,binned,shape,vsup,V1,V2,V3,V4,V5,U1,U2,U3,U4,U5,meanV,meanU,stdV,stdU,condition
1,Two,12,8303,discrete,square,yes,0.168801952,0.321787765,0.062854345,0.121985978,0.489328371,0.232536685,0.521159594,0.38766344,0.61945422,0.10601368,0.232951682,0.373365524,0.172469226,0.208516746,vsupdiscretesquare
1,Two,13,4111,discrete,square,yes,0.295596678,0.099713191,0.474777464,0.043717478,0.069658142,0.450383094,0.585690823,0.707967647,0.384741634,0.070521357,0.196692591,0.439860911,0.184429767,0.241199162,vsupdiscretesquare
1,Two,14,4025,discrete,arc,no,0.026107979,0.104118659,0.070316043,0.075539447,0.308599551,0.299032982,0.123273151,0.554739095,0.872282673,0.878023483,0.116936336,0.545470277,0.110720397,0.337811205,discretearc
1,Two,15,6774,discrete,arc,no,0.123456343,0.150076591,0.094579693,0.175705211,0.409569526,0.640294874,0.432455317,0.055802241,0.945283092,0.007237772,0.190677473,0.416214659,0.126035506,0.396089735,discretearc
1,Two,16,6320,discrete,arc,no,0.109054909,0.04933691,0.004688362,0.149438825,0.292697307,0.088736766,0.527611552,0.440742696,0.807503839,0.143311944,0.121043263,0.401581359,0.110787413,0.294433825,discretearc
1,Two,17,5788,discrete,square,no,0.077642884,0.059524845,0.098106245,0.190924295,0.411008814,0.36538184,0.106507174,0.804438905,0.721763781,0.029896022,0.167441417,0.405597544,0.145252927,0.350449535,discretesquare
1,Two,18,5716,discrete,square,yes,0.228262666,0.185873502,0.336660871,0.114658325,0.40659443,0.177673737,0.405312981,0.640212294,0.511983072,0.170251165,0.254409959,0.38108665,0.117086263,0.20657644,vsupdiscretesquare
1,Two,19,4108,discrete,square,no,0.043036841,0.202670852,0.104736482,0.122376505,0.466079442,0.428645454,0.081838901,0.586945384,0.870541885,0.053698117,0.187780024,0.404333948,0.165677957,0.34577318,discretesquare
1,Two,20,4955,discrete,arc,yes,0.230291455,0.060012858,0.0910725,0.355598549,0.478342796,0.134840206,0.486164448,0.623056117,0.529953358,0.195296271,0.243063632,0.39386208,0.176629847,0.215691436,vsupdiscretearc
1,Two,21,8258,discrete,arc,no,0.148644041,0.082120804,0.072003967,0.373659403,0.083592172,0.365410563,0.683921912,0.143769109,0.060490568,0.824539606,0.152004077,0.415626351,0.127579634,0.332318359,discretearc
1,Two,22,7222,discrete,square,no,0.02496051,0.141249268,0.339608165,0.405629074,0.060862263,0.090075063,0.483782536,0.203995261,0.310543089,0.555176561,0.194461856,0.328714502,0.169609981,0.192461055,discretesquare
1,Two,23,3577,discrete,square,yes,0.152278546,0.190793454,0.303588499,0.15186621,0.372654582,0.065334286,0.690016594,0.72203262,0.316725407,0.368425656,0.234236258,0.432506913,0.099194927,0.274983578,vsupdiscretesquare
1,Two,24,4144,discrete,arc,yes,0.191579504,0.10581872,0.124075368,0.373365763,0.305250253,0.048929591,0.53095484,0.267903406,0.317551663,0.080502398,0.220017921,0.24916838,0.116012161,0.195559882,vsupdiscretearc
2,Two,1,24329,discrete,arc,no,0.062347236,0.711153137,0.929488294,0.547360475,0.412880859,0.90890031,0.812608779,0.837551562,0.536847804,0.884651311,0.532646,0.796111953,0.325994531,0.149806305,discretearc
2,Two,2,15080,discrete,arc,no,0.006047953,0.295027127,0.6650797,0.577645005,0.262936229,0.852985341,0.891388929,0.914906062,0.638449531,0.590882245,0.361347203,0.777722422,0.264272018,0.151418396,discretearc
2,Two,3,12237,discrete,arc,yes,0.803328375,0.600411509,0.15495416,0.462179159,0.149026745,0.772827268,0.95195779,0.776806819,0.769755296,0.51267185,0.43397999,0.756803805,0.284590337,0.156931595,vsupdiscretearc
2,Two,4,8292,discrete,square,yes,0.32484244,0.679837236,0.894383209,0.180368207,0.391410955,0.771028043,0.975714161,0.896835282,0.926001535,0.715212968,0.49416841,0.856958398,0.288247179,0.10947128,vsupdiscretesquare
2,Two,5,8400,discrete,square,yes,0.63175664,0.784648066,0.425520403,0.041524024,0.086726363,0.983560545,0.760687658,0.80990857,0.98313425,0.642545645,0.394035099,0.835967334,0.327408026,0.147648142,vsupdiscretesquare
2,Two,6,11277,discrete,square,yes,0.729255603,0.036292106,0.483557923,0.899599239,0.005271422,0.956661422,0.963682074,0.8216834,0.908778846,0.669575326,0.430795259,0.864076214,0.402598721,0.122596308,vsupdiscretesquare
2,Two,7,10660,discrete,square,no,0.04117789,0.350174851,0.619070382,0.419232795,0.96453233,0.899032553,0.675935095,0.983356522,0.783840262,0.530289496,0.478837649,0.774490786,0.341766536,0.179283612,discretesquare
2,Two,8,9442,discrete,arc,no,0.162846719,0.396274772,0.430704231,0.813096551,0.603490497,0.882313882,0.862845328,0.560017698,0.783945216,0.897826287,0.481282554,0.797389682,0.243012952,0.139741087,discretearc
2,Two,9,9577,discrete,square,no,0.370807876,0.175136544,0.013818232,0.552913111,0.89232335,0.900904813,0.697221459,0.854398439,0.908444356,0.676788445,0.400999822,0.807551502,0.341435138,0.11220577,discretesquare
2,Two,10,13993,discrete,square,no,0.002334921,0.427563433,0.587073585,0.2257277,0.39143019,0.873193808,0.820064467,0.988936181,0.734630333,0.728226324,0.326825966,0.829010223,0.222241909,0.108020236,discretesquare
2,Two,11,13703,discrete,square,no,0.312414879,0.087672914,0.536023384,0.041930685,0.666366235,0.998444363,0.97105263,0.779684157,0.601482832,0.730778511,0.328881619,0.816288499,0.272762355,0.167276721,discretesquare
2,Two,12,8754,discrete,arc,no,0.220815264,0.364899524,0.656151528,0.882125753,0.283792082,0.86161366,0.65154226,0.942141213,0.868451686,0.834746966,0.48155683,0.831699157,0.279125759,0.108292279,discretearc
2,Two,13,11453,discrete,arc,no,0.614853972,0.284984784,0.014767812,0.380854746,0.726897644,0.966271319,0.971626249,0.883728605,0.533024652,0.644983953,0.404471792,0.799926955,0.280590089,0.199635909,discretearc
2,Two,14,6252,discrete,square,yes,0.731983101,0.447591069,0.768213069,0.051600246,0.471528701,0.946428677,0.847386202,0.918641191,0.933957473,0.536193918,0.494183237,0.836521492,0.287317284,0.172214763,vsupdiscretesquare
2,Two,15,12965,discrete,arc,no,0.552765717,0.178443809,0.467446041,0.780498715,0.968161687,0.818394588,0.76198549,0.951886562,0.521942355,0.848440934,0.589463194,0.780529986,0.302108815,0.160171909,discretearc
2,Two,16,10720,discrete,square,yes,0.210071539,0.62945126,0.955451117,0.457193628,0.636649364,0.968117555,0.773352099,0.766159967,0.780686938,0.544682074,0.577763381,0.766599727,0.273185641,0.150084241,vsupdiscretesquare
2,Two,17,6701,discrete,arc,yes,0.817446141,0.659365948,0.112261678,0.310156593,0.163738877,0.953588773,0.970758015,0.972239489,0.973017545,0.73347218,0.412593847,0.9206152,0.311216744,0.104922759,vsupdiscretearc
2,Two,18,10217,discrete,arc,yes,0.938945113,0.036127035,0.282527483,0.690269789,0.238065782,0.868881851,0.64980323,0.81348038,0.941828362,0.981618844,0.43718704,0.851122533,0.367501709,0.129921728,vsupdiscretearc
2,Two,19,10493,discrete,square,no,0.07014612,0.310904577,0.636600016,0.386289623,0.763234149,0.808350392,0.797802326,0.772897949,0.558283897,0.944844706,0.433434897,0.776435854,0.273522716,0.139139676,discretesquare
2,Two,20,8185,discrete,arc,yes,0.629182824,0.81195546,0.072630833,0.468312201,0.224635024,0.942968598,0.952053861,0.812058379,0.794921677,0.53525875,0.441343268,0.807452253,0.298444191,0.16847985,vsupdiscretearc
2,Two,21,11209,discrete,arc,yes,0.621193558,0.765883823,0.108959803,0.379267352,0.31734219,0.975597461,0.994323455,0.803605881,0.697332938,0.979087965,0.438529345,0.88998954,0.258525416,0.132976985,vsupdiscretearc
2,Two,22,5884,discrete,square,yes,0.657757784,0.008781864,0.963125594,0.279602191,0.357186385,0.881698156,0.995204274,0.863133219,0.864842941,0.718282417,0.453290764,0.864632202,0.36699123,0.098438894,vsupdiscretesquare
2,Two,23,5840,discrete,arc,yes,0.688365103,0.260154759,0.070158785,0.873722385,0.015249533,0.997772928,0.954113786,0.842220699,0.89641291,0.592138983,0.381530113,0.856531861,0.381525388,0.159036295,vsupdiscretearc
2,Two,24,7412,discrete,square,no,0.003187316,0.340577784,0.478331978,0.64098101,0.728666166,0.973982301,0.906370721,0.693277933,0.576404805,0.824733063,0.438348851,0.794953765,0.285423952,0.160820851,discretesquare
3,Two,1,23949,discrete,arc,yes,0.040302089,0.224068899,0.173055738,0.45133674,0.430231415,0.17882111,0.359371749,0.686787903,0.114565943,0.540584045,0.263798976,0.37602615,0.175095576,0.240406325,vsupdiscretearc
3,Two,2,14172,discrete,arc,no,0.119649207,0.029072567,0.465814558,0.111078698,0.025791671,0.301098224,0.146222951,0.112544374,0.538069422,0.896809804,0.15028134,0.398948955,0.181814212,0.325074111,discretearc
3,Two,3,13490,discrete,square,yes,0.209197238,0.073816451,0.298913907,0.343155626,0.022728794,0.346559525,0.211662843,0.088686359,0.526397565,0.611437323,0.189562403,0.356948723,0.138892706,0.216019661,vsupdiscretesquare
3,Two,4,7733,discrete,arc,yes,0.022737919,0.199418217,0.43965839,0.228938791,0.372731064,0.152031224,0.345062616,0.698666213,0.656159096,0.122205303,0.252696876,0.39482489,0.162516921,0.27219552,vsupdiscretearc
3,Two,5,7563,discrete,square,yes,0.094072956,0.032314605,0.439266311,0.210508875,0.297823433,0.239344895,0.273987805,0.533422631,0.726963325,0.177941146,0.214797236,0.390331961,0.162151447,0.231969034,vsupdiscretesquare
3,Two,6,5781,discrete,square,yes,0.088713564,0.144647499,0.0105603,0.410024684,0.432957277,0.071334423,0.469295599,0.554858665,0.529524366,0.236169771,0.217380665,0.372236565,0.192487008,0.210099388,vsupdiscretesquare
3,Two,7,13873,discrete,arc,yes,0.234077075,0.204980912,0.03501213,0.444920906,0.433096745,0.389101988,0.049915025,0.645594268,0.695485743,0.222231282,0.270417554,0.400465661,0.171707773,0.27473044,vsupdiscretearc
3,Two,8,15000,discrete,square,yes,0.183361209,0.143893568,0.192588507,0.322497929,0.352479103,0.030616768,0.393723824,0.640347608,0.645079461,0.350336958,0.238964063,0.412020924,0.092390935,0.253010959,vsupdiscretesquare
3,Two,9,10675,discrete,square,no,0.051107928,0.104439219,0.067449682,0.167647895,0.451000514,0.19469163,0.466731385,0.692233644,0.825026839,0.166383253,0.168329047,0.46901335,0.164242937,0.293008316,discretesquare
3,Two,10,6129,discrete,arc,no,0.173576094,0.00029131,0.043295224,0.156060645,0.358633456,0.206122382,0.446388694,0.621438299,0.951773557,0.78493006,0.146371346,0.602130598,0.139510975,0.290308748,discretearc
3,Two,11,8699,discrete,square,no,0.077825304,0.019839175,0.102778616,0.229614739,0.320199356,0.060845834,0.37290525,0.557138726,0.776292788,0.016797409,0.150051438,0.356796001,0.12215482,0.323867185,discretesquare
3,Two,12,6697,discrete,square,no,0.097654851,0.096364796,0.041854654,0.324686159,0.449061043,0.195862284,0.525206996,0.427076546,0.135835848,0.317091496,0.2019243,0.320214634,0.175914938,0.160398047,discretesquare
3,Two,13,6269,discrete,square,no,0.013734539,0.056428486,0.143532201,0.367461068,0.15717186,0.235704014,0.29381236,0.732147219,0.003402044,0.819197013,0.147665631,0.41685253,0.136637515,0.34647756,discretesquare
3,Two,14,12690,discrete,arc,yes,0.106330131,0.200701346,0.489939769,0.20832869,0.459637166,0.120318645,0.561424267,0.530803339,0.472524658,0.343051823,0.29298742,0.405624546,0.171089983,0.180092831,vsupdiscretearc
3,Two,15,5682,discrete,arc,yes,0.131581734,0.022144198,0.370740983,0.149258062,0.47159513,0.12977968,0.540919545,0.578256864,0.326099676,0.047654377,0.229064022,0.324542028,0.185459767,0.237587888,vsupdiscretearc
3,Two,16,6303,discrete,arc,yes,0.204443456,0.030117133,0.363755072,0.383886353,0.224303332,0.017910214,0.478660761,0.006403763,0.60214663,0.552064769,0.24130107,0.331437227,0.142803718,0.294779919,vsupdiscretearc
3,Two,17,7103,discrete,arc,no,0.211848616,0.179339604,0.03035733,0.217932214,0.418878255,0.206923217,0.27483998,0.671039265,0.973340028,0.14384068,0.211671204,0.453996634,0.138648879,0.355726075,discretearc
3,Two,18,11039,discrete,square,no,0.129219799,0.149023205,0.225473624,0.030976812,0.327865556,0.231489704,0.26180868,0.609332525,0.961962459,0.023739782,0.172511799,0.41766663,0.111128089,0.36983972,discretesquare
3,Two,19,7310,discrete,square,yes,0.011858787,0.010094953,0.109850111,0.462241285,0.48199432,0.165215974,0.268634542,0.716264762,0.738909264,0.198077129,0.215207891,0.417420334,0.238077158,0.285709125,vsupdiscretesquare
3,Two,20,7033,discrete,arc,no,0.023182998,0.056512582,0.151801533,0.353122976,0.204096324,0.138341618,0.575246056,0.394263589,0.090896526,0.990592943,0.157743283,0.437868146,0.131064162,0.366191273,discretearc
3,Two,21,5701,discrete,square,no,0.080359821,0.066906501,0.048166645,0.239810708,0.30602625,0.180570553,0.324357141,0.710261489,0.988255524,0.124179609,0.148253985,0.465524863,0.116746764,0.371075204,discretesquare
3,Two,22,7098,discrete,arc,no,0.21973632,0.07221064,0.126274798,0.066379645,0.312119846,0.177323699,0.283116371,0.589119897,0.951435274,0.367046417,0.15934425,0.473608331,0.10525666,0.30703775,discretearc
3,Two,23,20582,discrete,square,yes,0.094486812,0.171673419,0.023710605,0.402529069,0.451893955,0.21281474,0.311498779,0.556582665,0.659605781,0.195935939,0.228858772,0.387287581,0.189286703,0.209534122,vsupdiscretesquare
3,Two,24,5905,discrete,arc,no,0.008727867,0.200151988,0.018190924,0.125630667,0.385158934,0.043162224,0.440724164,0.867811715,0.546105644,0.075526013,0.147572076,0.394665952,0.154685798,0.344357163,discretearc
5,Two,1,36190,discrete,square,yes,0.027346998,0.117169463,0.342093034,0.479422644,0.572775536,0.141310963,0.347742617,0.170140888,0.28780306,0.291854592,0.307761535,0.247770424,0.232290906,0.087892586,vsupdiscretesquare
5,Two,2,20172,discrete,arc,yes,0.091346502,0.183034226,0.593781343,0.609121633,0.384154526,0.210609445,0.425417881,0.019559057,0.10223593,0.613124616,0.372287646,0.274189386,0.234539656,0.24299905,vsupdiscretearc
5,Two,3,16754,discrete,arc,no,0.06906622,0.145704989,0.343782437,0.652797246,0.727695729,0.087483746,0.381947746,0.04104902,0.014346712,0.192804532,0.387809324,0.143526351,0.294911601,0.149668682,discretearc
5,Two,4,13290,discrete,arc,no,0.116089006,0.025620857,0.38453494,0.640026449,0.533740438,0.473507592,0.001064637,0.00156326,0.083805866,0.237101364,0.340002338,0.159408544,0.263867849,0.200248644,discretearc
5,Two,5,11933,discrete,square,yes,0.050398859,0.228963166,0.323835796,0.475658966,0.386481519,0.342814519,0.078805364,0.193604327,0.335002574,0.626923884,0.293067661,0.315430134,0.162795842,0.20554449,vsupdiscretesquare
5,Two,6,7666,discrete,arc,yes,0.195505003,0.109838595,0.390792255,0.510956653,0.394233746,0.166375547,0.353076016,0.11629897,0.234715337,0.452948833,0.32026525,0.264682941,0.163288934,0.137693124,vsupdiscretearc
5,Two,7,6449,discrete,square,yes,0.056372307,0.295243339,0.168545449,0.58758451,0.543717915,0.33722084,0.10128589,0.181891352,0.089556483,0.169320802,0.330292704,0.175855073,0.231393826,0.098901534,vsupdiscretesquare
5,Two,8,11142,discrete,square,yes,0.065547851,0.063885654,0.425190528,0.603405222,0.636227186,0.056229029,0.396935534,0.149173233,0.237152353,0.129449993,0.358851288,0.193788029,0.280257266,0.13057729,vsupdiscretesquare
5,Two,9,9817,discrete,arc,no,0.078362052,0.169581141,0.27441565,0.285018858,0.586975323,0.019778837,0.280838088,0.079911506,0.444914485,0.140934763,0.278870605,0.193275536,0.191790271,0.170793315,discretearc
5,Two,10,13345,discrete,arc,no,0.054994788,0.103310072,0.436839747,0.527814075,0.584834468,0.023811788,0.311898442,0.19869306,0.080966946,0.056746506,0.34155863,0.134423348,0.245883065,0.119115701,discretearc
5,Two,11,9661,discrete,square,no,0.199135901,0.23106902,0.280318709,0.667114103,0.71585652,0.045827166,0.367312626,0.028845678,0.139953101,0.196043217,0.418698851,0.155596358,0.251284064,0.13676572,discretesquare
5,Two,12,8090,discrete,arc,no,0.180675621,0.094813061,0.653914104,0.555383755,0.264372568,0.083010047,0.303415465,0.169061572,0.00684448,0.00890297,0.349831822,0.114246907,0.242728915,0.124897717,discretearc
5,Two,13,8190,discrete,arc,yes,0.222283316,0.109124008,0.48914529,0.417000614,0.509383022,0.1155225,0.469906887,0.144596246,0.33900616,0.140107396,0.34938725,0.241827838,0.175772836,0.155898804,vsupdiscretearc
5,Two,14,10122,discrete,square,yes,0.340332978,0.026853442,0.228554693,0.697277388,0.6610844,0.042101485,0.301423554,0.205082363,0.195542397,0.047747608,0.39082058,0.158379481,0.286491536,0.111561454,vsupdiscretesquare
5,Two,15,6178,discrete,arc,yes,0.084555906,0.411866702,0.39570846,0.191420636,0.589676355,0.224950687,0.375692495,0.180081581,0.462062252,0.071193541,0.334645612,0.262796111,0.19861439,0.156075385,vsupdiscretearc
5,Two,16,9914,discrete,square,no,0.194776208,0.087526891,0.392166541,0.343354171,0.503685269,0.053008878,0.407607297,0.176161634,0.378502564,0.234391533,0.304301816,0.249934381,0.164306334,0.146504418,discretesquare
5,Two,17,8736,discrete,square,no,0.192861149,0.478638489,0.073438178,0.619261086,0.393443523,0.228106306,0.039135384,0.4356572,0.125902781,0.457300097,0.351528485,0.257220354,0.219148415,0.185421546,discretesquare
5,Two,18,6746,discrete,arc,no,0.038039372,0.062856709,0.300787177,0.539343527,0.321447278,0.129028896,0.290647597,0.189859652,0.243768627,0.395284035,0.252494813,0.249717761,0.206955627,0.101302738,discretearc
5,Two,19,8195,discrete,square,no,0.089729722,0.196988134,0.374376069,0.521636173,0.62826207,0.289421513,0.169822846,0.224162114,0.076869532,0.312105996,0.362198434,0.2144764,0.222425374,0.09509431,discretesquare
5,Two,20,6590,discrete,arc,yes,0.07398208,0.172883798,0.271817761,0.521727563,0.599390384,0.448510471,0.217430542,0.212592346,0.234723632,0.143569461,0.327960317,0.251365291,0.225236368,0.115561689,vsupdiscretearc
5,Two,21,7109,discrete,square,yes,0.043553842,0.182012195,0.450232341,0.313178937,0.571567915,0.07784132,0.484240221,0.215576883,0.42383768,0.069499038,0.312109046,0.254199028,0.209430885,0.192616212,vsupdiscretesquare
5,Two,22,8124,discrete,arc,yes,0.1565069,0.056591581,0.417259316,0.569387631,0.61803525,0.032775303,0.393612844,0.162821046,0.129812766,0.23309808,0.363556136,0.190424008,0.24854923,0.134532097,vsupdiscretearc
5,Two,23,11001,discrete,square,no,0.049075154,0.370797207,0.091166116,0.67169099,0.662801709,0.030784207,0.130661363,0.424622389,0.021652558,0.007418694,0.369106235,0.123027842,0.298951513,0.175477102,discretesquare
5,Two,24,7745,discrete,square,no,0.229963963,0.295499578,0.69365577,0.212844302,0.717957054,0.089010807,0.023173702,0.094422919,0.331415554,0.007384517,0.429984133,0.1090815,0.253818343,0.130165822,discretesquare
6,Two,1,43785,discrete,arc,no,0.231868238,0.218772624,0.047235619,0.321559524,0.357957665,0.349648619,0.113991167,0.673652957,0.234574828,0.433215776,0.235478734,0.361016669,0.120559727,0.212186551,discretearc
6,Two,2,23037,discrete,square,yes,0.074461103,0.014424163,0.261132791,0.387392115,0.33638636,0.082400194,0.287054635,0.224578361,0.443519372,0.671534885,0.214759306,0.341817489,0.163220313,0.225332061,vsupdiscretesquare
6,Two,3,10784,discrete,square,yes,0.037318976,0.229762978,0.18526614,0.40597587,0.488335094,0.460805729,0.512284602,0.139711012,0.669263531,0.458942067,0.269331812,0.448201388,0.179650161,0.192623774,vsupdiscretesquare
6,Two,4,8996,discrete,arc,yes,0.344489094,0.367111223,0.138563486,0.091295839,0.140658936,0.652888943,0.219429494,0.417131327,0.553430053,0.093441868,0.216423716,0.387264337,0.129002877,0.231062595,vsupdiscretearc
6,Two,5,12218,discrete,square,yes,0.115509914,0.043717061,0.028039855,0.41075297,0.595568973,0.408085643,0.221765158,0.650385142,0.727553805,0.076445839,0.238717755,0.416847117,0.252254597,0.27617269,vsupdiscretesquare
6,Two,6,11089,discrete,square,no,0.229096718,0.17685867,0.017499826,0.044953211,0.292951532,0.392226829,0.022906748,0.553827009,0.792234567,0.233093153,0.152271991,0.398857661,0.118298493,0.294797311,discretesquare
6,Two,7,10938,discrete,arc,yes,0.082315081,0.028397392,0.288542978,0.177617212,0.487379885,0.347209762,0.094606108,0.559200836,0.728648031,0.065009571,0.21285051,0.358934862,0.182619525,0.288614593,vsupdiscretearc
6,Two,8,9465,discrete,square,yes,0.033271879,0.144862195,0.442047797,0.137398106,0.290264885,0.153492841,0.521297523,0.538017948,0.377579149,0.35739017,0.209568972,0.389555526,0.158929623,0.155161754,vsupdiscretesquare
6,Two,9,10921,discrete,square,yes,0.126861759,0.065909075,0.182177439,0.429066237,0.345216443,0.278441491,0.153050568,0.541100764,0.649727126,0.206506511,0.229846191,0.365765292,0.152276396,0.217722995,vsupdiscretesquare
6,Two,10,15858,discrete,square,no,0.065559383,0.00458765,0.079514364,0.172719856,0.285122281,0.22588368,0.583671982,0.411921059,0.99511928,0.119827231,0.121500707,0.467284646,0.109494713,0.344318755,discretesquare
6,Two,11,20443,discrete,arc,no,0.141547336,0.059328248,0.062510466,0.43215428,0.320739903,0.238297146,0.627207192,0.425821607,0.186912548,0.481896649,0.203256047,0.392027028,0.166229775,0.180439158,discretearc
6,Two,12,11893,discrete,square,no,0.072668588,0.153807523,0.013766568,0.107240421,0.30602507,0.209056707,0.426469529,0.527827278,0.894953364,0.128139153,0.130701634,0.437289206,0.110526311,0.302255901,discretesquare
6,Two,13,6275,discrete,arc,yes,0.165886599,0.190438777,0.406369441,0.138643784,0.280262547,0.352611709,0.154146341,0.546817382,0.545253169,0.178149069,0.23632023,0.355395534,0.108920101,0.190140436,vsupdiscretearc
6,Two,14,10817,discrete,arc,no,0.148716145,0.101330696,0.114842085,0.150654017,0.395899613,0.680870709,0.397391458,0.156327725,0.95034039,0.085969822,0.182288511,0.454180021,0.121306158,0.362313215,discretearc
6,Two,15,7125,discrete,arc,yes,0.081583686,0.077531893,0.141227856,0.487775001,0.342307745,0.321708843,0.196578194,0.66551893,0.564346745,0.090212116,0.226085236,0.367672966,0.181754486,0.242777387,vsupdiscretearc
6,Two,16,8028,discrete,arc,no,0.158062501,0.20853325,0.102937449,0.113615734,0.457010861,0.146732338,0.415437702,0.590643068,0.889379254,0.056860086,0.208031959,0.41981049,0.145298805,0.337639744,discretearc
6,Two,17,8227,discrete,arc,yes,0.202007552,0.457542499,0.160541196,0.206405533,0.476095953,0.046710397,0.580880953,0.581535976,0.351236309,0.139138297,0.300518547,0.339900386,0.153002681,0.246400934,vsupdiscretearc
6,Two,18,6346,discrete,square,no,0.147457552,0.161540441,0.415478273,0.209316132,0.11256938,0.008791248,0.460940168,0.559161922,0.960035118,0.58036856,0.209272356,0.513859403,0.12038662,0.340383182,discretesquare
6,Two,19,8825,discrete,arc,yes,0.200710214,0.22026321,0.106820765,0.269422626,0.370371515,0.269963737,0.152084744,0.519056325,0.641075109,0.340389724,0.233517666,0.384513928,0.096594845,0.195587138,vsupdiscretearc
6,Two,20,11080,discrete,arc,no,0.190595261,0.209777997,0.095113603,0.122936241,0.307948482,0.042930971,0.304113682,0.784775296,0.714527699,0.164326374,0.185274317,0.402134804,0.083205594,0.331357605,discretearc
6,Two,21,7502,discrete,square,yes,0.209793482,0.022783675,0.431938719,0.042927175,0.324119604,0.297459537,0.129483327,0.55163919,0.53121213,0.015930963,0.206312531,0.305145029,0.17690069,0.237921511,vsupdiscretesquare
6,Two,22,11565,discrete,square,no,0.147328257,0.188287743,0.133124538,0.110920235,0.479786508,0.017583171,0.617357321,0.413577307,0.864855621,0.226873751,0.211889456,0.428049434,0.152391531,0.330076041,discretesquare
6,Two,23,7766,discrete,arc,no,0.10643065,0.223567133,0.145567872,0.050209766,0.416519808,0.168641377,0.56823667,0.888243099,0.286652111,0.136729747,0.188459046,0.409700601,0.142237005,0.316977986,discretearc
6,Two,24,13990,discrete,square,no,0.205900953,0.232579592,0.153137767,0.080025655,0.393826346,0.207134186,0.581149536,0.95010223,0.402423186,0.147934875,0.213094062,0.457748803,0.116616405,0.323841365,discretesquare
7,Two,1,21018,discrete,square,no,0.020107017,0.16124681,0.409761028,0.282426144,0.609350426,0.034162546,0.40814101,0.068152724,0.414982047,0.087257263,0.296578285,0.202539118,0.226709064,0.191770967,discretesquare
7,Two,2,19758,discrete,arc,yes,0.212751289,0.153035711,0.452178066,0.478947953,0.556272666,0.184443992,0.325463734,0.673901233,0.101967954,0.064450723,0.370637137,0.270045527,0.17686084,0.24699065,vsupdiscretearc
7,Two,3,17733,discrete,arc,yes,0.07910889,0.217286284,0.267056292,0.377706383,0.175736322,0.025052795,0.362071094,0.20163011,0.738939541,0.512601511,0.223378834,0.36805901,0.110505042,0.275605062,vsupdiscretearc
7,Two,4,7327,discrete,square,no,0.100086257,0.032580463,0.13228331,0.476506289,0.43621958,0.155361027,0.370654046,0.575683051,0.14905623,0.452144055,0.23553518,0.340579682,0.205267679,0.186823348,discretesquare
